"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2004",1.4,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2005",1.4,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2006",1.5,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2007",1.5,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2008",1.5,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2009",1.5,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2010",1.5,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2011",1.6,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2012",1.7,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2013",1.7,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2014",1.8,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1990",14.6,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1991",14.4,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1992",13.2,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1993",12.1,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1994",10.8,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1995",10.4,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1996",10.3,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1997",9.6,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1998",9.5,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1999",9.8,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2000",10.1,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2001",10.1,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2002",10.1,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2003",10.3,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2004",10.3,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2005",10.3,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2006",10.7,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2007",10.7,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2008",10.9,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2009",10.1,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2010",10.7,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2011",11.2,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2012",10.8,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2013",10.5,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2014",10.3,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1990",9.3,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1991",9.3,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1992",9.8,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1993",10.1,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1994",10.5,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1995",10.2,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1996",10.6,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1997",10.5,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1998",11.1,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1999",11.1,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2000",11.3,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2001",11.2,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2002",11.7,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2003",11.8,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2004",12.1,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2005",12.5,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2006",12.9,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2007",13.2,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2008",14,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2009",14.2,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2010",15.3,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2011",15.4,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2012",15.9,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2013",15.7,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2014",16.5,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1990",6.6,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1991",6.3,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1992",6.1,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1993",6.1,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1994",6.1,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1995",6.3,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1996",6.4,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1997",6.6,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1998",6.7,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1999",6.2,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2000",6.2,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2001",7,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2002",7.1,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2003",7.5,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2004",8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2005",7.8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2006",7.8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2007",8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2008",8.5,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2009",8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2010",8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2011",7.6,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2012",7.8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2013",7.9,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2014",8,
